University of Southern California;University of Colorado Boulder;University of Maryland College Park;University of Pittsburgh Bradford;|University of Colorado Boulder;University of Maryland College Park;University of Pittsburgh Bradford;
University of Southern California;University of Texas Arlington;University of Texas Dallas;Arizona State University;University of California Santa Barbara;|University of Southern California;University of Texas Arlington;University of Texas Dallas;
Arizona State University;Clemson University;Oregon State University;University of Minnesota Twin Cities;Was Moderately Ambitious Application Submitted in Last week of November.;University of Texas Dallas;Georgia Institute of Technology;Purdue University;Stanford University;Texas A&M University College Station;University of California San Diego;University of Texas Austin;|Arizona State University;Clemson University;Oregon State University;University of Minnesota Twin Cities;Was Moderately Ambitious Application Submitted in Last week of November.;University of Texas Dallas;
Michigan State University;Texas Tech University;University of Utah;California State University Northridge;Michigan Technological University;Oklahoma State University Stillwater;San Jose State University;SUNY Buffalo;University of Texas Arlington;|California State University Northridge;Michigan Technological University;Oklahoma State University Stillwater;San Jose State University;
Georgia Institute of Technology;Pennsylvania State University;University of California San Diego;University of Texas Austin;North Carolina State University;University of California Irvine;University of Wisconsin Madison;Virginia Polytechnic Institute and State University;|North Carolina State University;University of California Irvine;
Polytechnic University of New York;San Jose State University;University of Florida;University of Utah;University of Pennsylvania;University of Texas Dallas;|Polytechnic University of New York;San Jose State University;University of Florida;University of Utah;
University of Florida;Arizona State University;University of Missouri Rolla;University of Texas Dallas;|Arizona State University;University of Missouri Rolla;University of Texas Dallas;
Carnegie Mellon University;Georgia Institute of Technology;Arizona State University;University of Florida;University of Pennsylvania;University of Southern California;;University of Texas Dallas;Cornell University;Texas A&M University College Station;|Arizona State University;University of Florida;University of Pennsylvania;University of Southern California;;University of Texas Dallas;
University of Southern California;Clemson University;New Jersey Institute of Technology;Rutgers University New Brunswick/Piscataway;Johns Hopkins University;Polytechnic University of New York;University of Illinois Chicago;University of Minnesota Twin Cities;|Clemson University;New Jersey Institute of Technology;Rutgers University New Brunswick/Piscataway;
Oklahoma State University Stillwater;University of Texas Arlington;Iowa State University;Northeastern University;Syracuse University;University of Cincinnati;University of Illinois Chicago;University of Massachusetts Amherst;1st ;University of Southern California;University of Texas Dallas;|Oklahoma State University Stillwater;University of Texas Arlington;
University of Southern California;Virginia Polytechnic Institute and State University;;North Carolina State University;App Date:15/11/2012; ;Rutgers University New Brunswick/Piscataway;App Date: 8 Nov 2012; ;Arizona State University;App Date: 13 Nov 2012; ;Clemson University;App Date: Dec 9 2012; ;University of California San Diego;;University of Florida;App Date:20/12/12; ;University of Minnesota Twin Cities;App Date:8 Nov 2012; ;University of Wisconsin Madison;App Date:18/11/2012 ;;|North Carolina State University;App Date:15/11/2012; ;Rutgers University New Brunswick/Piscataway;App Date: 8 Nov 2012; ;
University of Arizona;University of Texas San Antonio;|University of Texas San Antonio;
Rochester Institute of Technology;University of Texas Dallas;Drexel University;Syracuse University;University of Southern California;|Rochester Institute of Technology;University of Texas Dallas;
Arizona State University;Oregon State University;University of Southern California;University of Massachusetts Amherst;University of Minnesota Twin Cities;University of Texas Dallas;|University of Massachusetts Amherst;University of Minnesota Twin Cities;University of Texas Dallas;
North Carolina State University;University of California San Diego;University of Colorado Boulder;Georgia Institute of Technology;University of California Irvine;University of Maryland College Park;University of Pennsylvania;University of Wisconsin Madison;Virginia Polytechnic Institute and State University;|University of Colorado Boulder;
University of Illinois Chicago;Rochester Institute of Technology;First ;Arizona State University;Colorado State University;Illinois Institute of Technology;Oklahoma State University Stillwater;Oregon State University;Portland State University;San Diego State University;San Jose State University;Syracuse University;Worcester Polytechnic Institute;|Rochester Institute of Technology;First ;
University of Connecticut;University of Houston main campus;Vanderbilt University;Rochester Institute of Technology;University of Utah;University of Cincinnati;University of Massachusetts Amherst;|Rochester Institute of Technology;University of Utah;
Arizona State University;University of Cincinnati;And this completes the waiting period. ;University of Florida;4th ;University of Massachusetts Amherst;University of Missouri Columbia;University of Texas Dallas;|Arizona State University;University of Cincinnati;And this completes the waiting period. ;University of Florida;4th ;University of Massachusetts Amherst;University of Missouri Columbia;University of Texas Dallas;
Northeastern University;University of Florida;Colorado State University;University of Illinois Chicago;Utah State University;|Colorado State University;University of Illinois Chicago;Utah State University;
University of Michigan Ann Arbor;University of Southern California;Virginia Polytechnic Institute and State University;Purdue University;Stanford University;University of California Los Angeles;University of Illinois Urbana-Champaign;University of Texas Austin;University of Wisconsin Madison;|University of Michigan Ann Arbor;University of Southern California;Virginia Polytechnic Institute and State University;
